entity,tweet_author,sentiment
CLL_CJ,Patient Power,neutral
CLL,MediCom Oncology,positive
Good day_@IrishCancerSoc &_s time &_CLL,CLL Ireland,positive
CLL,Heather DelaCruz,neutral
CLL,CLL Ireland,neutral
CLL Local_Learn,International Pain Foundation®,neutral
Richard Furman_CLL_#_Whistler_CLL,DAVA Oncology,neutral
CLL &,CLL Ireland,neutral
CLL,George Ioannidis,neutral
CLL_New York_this May #,iwCLL,neutral
(),FarmaOnco,negative
CLL_lymsm,Lymphoma Hub,neutral
Early Stage Chronic Lymphocytic Leukemia_CLL,JAMA Internal Medicine,neutral
CLL_@umanitoba &_CLL_#,Scientia,negative
BCell Chronic Lymphocytic Leukemia,BizPR,neutral
(),A M Billah Sumon,neutral
Chronic Lymphocytic Leukemia  Leukemia and Lymphoma Society,fatal atraction #312,negative
Chronic Lymphocytic Leukemia_CLL,Sultan Ibrahim Aljarba,negative
PrecisionMedicine Hope_Paul Bunn_CLL_#_mmsm_@antidote_me,Patient Power,negative
CLL_Brien_Leukemia,Medscape Education,neutral
Vit D insuff &_CLL_al @MayoLeukemiaMDS,"Mike Thompson, MD, PhD, FASCO",neutral
CLL,Shelley Webb,neutral
the International Workshop_Chronic Lymphocytic Leukemia,Oncology Tube,neutral
IAH_CLL_hours_Aiportlife,Erin Elizabeth,neutral
rituximab_#CLL FCR,Marek Trneny,neutral
Bcell_CLL,SAC Tracker,negative
EarlyStage Chronic Lymphocytic Leukemia,JAMA Internal Medicine,neutral
CLL_Elias Campo @hospitalclinic_#_cllsm,VJHemOnc,neutral
George Follows_BSH_CLL_#_lymsm,VJHemOnc,negative
Global Chronic Lymphocytic Leukemia Market,BizPR,neutral
CLL &_Anna Schuh_#_cllsm,VJHemOnc,negative
Barbara Eichhorst @UniCologne_CLL_#_cllsm,VJHemOnc,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
Data Suggests Checkpoint Inhibitors_CLL_Leukemia_ASH,Oncology Tube,neutral
Early Stage Chronic Lymphocytic Leukemia_CLL,JAMA Internal Medicine,neutral
John Gribben @QMBCI_CLL_UK_BSH,VJHemOnc,positive
CLL_CLL,Anne Parker,neutral
APSHOexperts,JADPRO,negative
(),Rhia Steele@ravishingrhia.com,neutral
Maintenance Therapy_Chronic Lymphocytic Leukemia,Oncology Tube,negative
#CLL &_#_cllsm,VJHemOnc,negative
EarlyStage Chronic Lymphocytic Leukemia,JAMA Network,neutral
(),Tinu Abayomi-Paul,neutral
Rai_CLL,HappiDoc,negative
NOTCH Mutated Chronic Lymphocytic_Leukemia Cells Are Characterized_Nucleophosmin,Hematopoiesis News,negative
Martin Dyer_#lymphoma #_#_CLL_BSH,VJHemOnc,neutral
(),Oncology Tube,negative
CLL,Ry Brack,neutral
CLL_@bloodwise_uk,CLL Ireland,neutral
idelalisib_AIDmediated_lymsm vía @lymphomahub,"Raul Cordoba, MD, PhD",neutral
#_CLL_John Gribben @QMUL,VJHemOnc,neutral
#hematologists #_CLL,"Raul Cordoba, MD, PhD",neutral
(),"Raul Cordoba, MD, PhD",neutral
CLL_#_lymsm,CLL Ireland,negative
CLL,"Raul Cordoba, MD, PhD",neutral
CLL,Shelley Webb,neutral
SMC_Scotland_#lymphoma #_CLL_Idelalisib &_Ibrutinib_LymphomaConf,LymphomaAction,neutral
CLL_#_#mfu #,ผู้โชคดี ✌🏻,neutral
Chronic Lymphocytic_Leukemia @Columbia,Hematopoiesis News,neutral
Chronic Lymphocytic Leukaemia_CLL,Leukaemia Care,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
Lymphoma_CLL,Oncology Tube,neutral
Brad Adams_CLL_CLLGlobal,Patient Power,neutral
PhII_Ruxolitinib_CLL,MD Anderson Leukemia,neutral
Idelalisib_AIDmediated_CLL &_lymsm,Lymphoma Hub,neutral
CLL_#lymsm #_lymphoma,Lymphoma Hub,neutral
Chronic Lymphocytic Leukemia,Katia Zevelekakis,negative
Chronic Lymphocytic Leukemia,Katia Davis,negative
FCR_William G_Wierda_CLL,CLL Ireland,neutral
Chronic Lymphocytic Leukemia,Katia Davis,negative
Chronic Lymphocytic Leukemia,Katia Zevelekakis,negative
Chronic Lymphocytic Leukemia,Malakistan,negative
Chronic Lymphocytic Leukemia,pinmania,negative
ResearchMoz Chronic_Leukemia Market For United States_EU France Germany_Italy_Spain_UK,イタリア経済ニュース,neutral
(),International Pain Foundation®,neutral
CLL Join_ClinicalTrial_Learn,susanna sargsyan,neutral
(),susanna sargsyan,neutral
CLL,susanna sargsyan,neutral
#Follicular #_CLL,CancerWallonia,neutral
UK_Anna Schuh TP_CLL,Manoj Raghavan,negative
UK_Anna Schuh   UTR_CLL,Manoj Raghavan,negative
QXT_CLL,The Motley Fool UK,neutral
ResearchMoz Chronic_Leukemia Market For United States_EU France Germany,BizPR,neutral
CLL_Susan J Leclair,CLL Ireland,neutral
(),TumorImmunoPapers,neutral
Bonus Resources Included_CLL,Managing Myeloma,neutral
CLL_CME,Med-IQ,neutral
Allen Melançon_CLL,Patient Power,neutral
CLL_Register_May,iwCLL,neutral
CLL,"Raul Cordoba, MD, PhD",negative
#ibrutinib %_#elderly #CLL #,"Raul Cordoba, MD, PhD",negative
#_CLL_lymsm,"Raul Cordoba, MD, PhD",negative
MYCrelated,epigenetics_papers,negative
CLL_lymsm,Lymphoma Hub,negative
CLL,Managing Myeloma,positive
@vmwarensx &_CLL,Brad Tompkins,positive
years,David Terrano,negative
BCell Chronic Lymphocytic Leukemia Global Clinical Trials Review H,Newsliner.in,neutral
BCell Chronic Lymphocytic Leukemia Global Clinical Trials Review H,Newsliner.in,neutral
MYCrelated,Ribosome Papers,negative
CLL,"chadi nabhan MD, MBA, FACP",neutral
CLL,@nnystar,neutral
CLL_hall meeting &_May_Denver,Andrew Schorr,neutral
CLL,"Raul Cordoba, MD, PhD",neutral
today,Born to die for Freedom,negative
CLL_#LuchaLibreNacional#IWC #_#NAGEROtaRegión #_Pepex,The Pepex Family,neutral
CLL_#LuchaLibreNacional#IWC #_#NAGEROtaRegión #_Pepex,Indy Wrestling Chile,neutral
CLL_#LuchaLibreNacional#IWC #_#NAGEROtaRegión #_Pepex,The Pepex Family,neutral
CLL_#LuchaLibreNacional#IWC #_#NAGEROtaRegión #_Pepex,Indy Wrestling Chile,neutral
(),Dr. José A. Queizán,neutral
OnceDaily Oral Ibrutinib_Chronic Lymphocytic Leukemia Small Lymphocytic Lymphoma,Marlowe S Tessmer,neutral
Chronic Lymphocytic Leukemia_March,OSCO,negative
Chronic Lymphocytic Leukemia_March,OSCO Nurses,negative
Chronic Lymphocytic Leukemia_March,OSCO,negative
CLL_Jeff Sharman_CLL,CLL Ireland,neutral
CLL,Jennifer Huber,neutral
CLL_USA,Ruth Gemmell,neutral
CLL,John Harrington,neutral
FCRL_Bcell,Journal of Clinical and Cellular Immunology,negative
CLL &_Bcell_NHL_rituximab therapy  _lymsm_lymphoma,Lymphoma Hub,negative
(),CCDT,neutral
Cello Group plc_FinnCap GBX_CLL_CLL,MarketBeat,neutral
Ian Pollard_KGF_SVS_XAR &_CLL,BrandUK,neutral
CLL_Mark Scott_an hour,John Harrington,neutral
(),Jennifer Bergman,neutral
Chronic Lymphocytic Leukemia_CLL Best Practice &_Research Clinical Haematology,"Dr T. Comeau , MD",neutral
CLL_Learn,circa1835,neutral
Venetoclax_CLL_Drs Keating_Lamanna,Andrew Schorr,negative
CLL_Leukemia,Oncology Tube,negative
(),Sharon Ann,neutral
CLL Join_ClinicalTrial_Learn,Sharon Ann,neutral
CLL_Learn,Sharon Ann,neutral
CLL_Nicole Lamanna_Dr Keating_@LeukemiaMDA,Patient Power,negative
CLL,ASH,negative
CLL_SLL_Leukemia,Oncology Tube,negative
PubChase Epigenetic,Tom Tullius,negative
CLL_May NYC  Press,iwCLL,neutral
CLL,Gabe Howard,neutral
CLL,MediCom Oncology,positive
Dublin_CLL,CLL Ireland,negative
CLL,Shelley Webb,neutral
RWE #_CLL_CC,"chadi nabhan MD, MBA, FACP",negative
CLL_lymsm_lymphoma,Lymphoma Hub,negative
(),Cancer Papers,negative
(),Biocomputing,neutral
CLL Everything You Need to Know_Lymphoma Research Foundation,CLL Ireland,positive
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
CLL,CLL Ireland,neutral
CLL,Blood Journal,neutral
CLL_#_cllsm,VJHemOnc,neutral
four_myeloid_leukemiaChronic,"cancer, leukemia",negative
SLL_CLL_Keating &_Lamanna,Patient Power,negative
CLL,Blood Journal,negative
tiempoAhora_maipu mas_casihumano,Mascarasraison2.0,neutral
CLL,CLL Ireland,negative
Brad Adams_CLL_Leukemia_SupportiveCare,Oncology Tube,negative
CLL_#Elderly #,"chadi nabhan MD, MBA, FACP",negative
CLL_Leukemia,Oncology Tube,neutral
CLL,Cristian Díaz R.,neutral
Chronic Lymphocytic Leukemia,Virtute_USMLE,negative
Chronic Lymphocytic Leukemia,Virtute_USMLE,negative
Chronic_CLL,Virtute_USMLE,negative
Reborn de @chileluchalibre #_#wrestling #_#rt #,BLADE ZETA,neutral
Lax Monster_Robbins Park  Playground,djStevieClt,positive
HOY_#,BLADE ZETA,neutral
CancerCare_Chronic Lymphocytic_Leukemia_CLL,CancerCare,negative
Chronic Lymphocytic Leukaemia_CLL,Leukaemia Care,neutral
CLL Display Dysregulated Expression Of Immune Checkpoints And Activation Markers,"Raul Cordoba, MD, PhD",neutral
Chronic Lymphocytic Leukemia,CLL Ireland,negative
the International Workshop_Chronic Lymphocytic Leukemia,Oncology Tube,neutral
Deciphering #Ibrutinib #Resistance_CLL,"Andreas-Claudius Hoffmann, M.D.",neutral
Pubmed Epigenetic,epigenetics_papers,negative
CLL_#_lymsm,Lymphomation.org,neutral
CLL,"Raul Cordoba, MD, PhD",neutral
(),robo_gwas,negative
(),Immuno-Oncology,negative
(),Cancer Papers,negative
(),Cancer Papers,negative
CLL_Scotland Places_March,LymphomaAction,negative
(),CLL-seq,negative
(),Pathowitter,neutral
(),microRNApapers,negative
Chronic Lymphocytic Leukemia,CIUSSS Centre-Ouest-de-l'Île-de-Montréal,negative
CLL,Oncology Advance,positive
CLL,Lymphoma Hub,negative
Pipeline_#CLL &_Leukemia_LandM,Oncology Tube,neutral
Physician s Choice &_Idelalisib_CLL,Evidera,neutral
Rare Lymphomas_CLL_#_Hematology,Lymphoma Hub,neutral
#_CYPA_CLL_#_lymsm,VJHemOnc,neutral
(),cripto-wolf,neutral
Chronic_CLL,Haematologica,negative
(),Oncology Tube,negative
CLL,Shelley Webb,neutral
Idelalisib_CLL Better,"chadi nabhan MD, MBA, FACP",neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
BTK_PLCG_CLL_Ibrutinib,"Raul Cordoba, MD, PhD",neutral
#_CLL,"Raul Cordoba, MD, PhD",negative
One_#_May   Factors_CLL,iwCLL,neutral
Blood Journal,"Dr. Paul DeSantis, PharmD",negative
Chronic Lymphocytic Leukemia,TumorImmunoPapers,negative
FREE_Chronic Lymphocytic Leukemia_April,Lymphoma Canada,neutral
LowDensity Lipoproteins_Chronic Lymphocytic Leukemia,Jasmin Abd-el-Baki,negative
Chronic Lymphocytic Leukemia,FarmaOnco,negative
EHA,Oncology Tube,negative
Chronic Lymphocytic Leukemia Journal of Clinical_MedicBoard,Oncology Board,negative
Chronic Lymphocytic Leukemia Journal of Clinical Oncology Vol,Dr. Melody Davis,negative
@ImedexCME #_CLL_Leukemia_#Oncology #_LandM,Oncology Tube,negative
Optimal Approaches for Management of Patients with Deletion_@ImedexCME #CLL_Leukemia_LandM,Oncology Tube,neutral
CLL_May_Denver,Andrew Schorr,neutral
Chronic Lymphocytic Leukemia Journal of Clinical Oncology,"Dr T. Comeau , MD",negative
Chronic Lymphocytic Leukemia_CLL,Sheila Simmons,neutral
Maintenance Therapy_Chronic Lymphocytic Leukemia,Oncology Tube,negative
Lymphoma Canada Deciphering Ibrutinib Resistance_Chronic Lymphocytic Leukemia Journal of Clinical_MedicBoard,Oncology Board,negative
Chronic Lymphocytic Leukemia Journal of Clinical Oncology Vol,Lymphoma Canada,negative
Global Chronic Lymphocytic Leukemia Market Review H  Trends &_Analysis Forecasts,Top Political Manage,neutral
CLL_Scotland Places_March,LymphomaAction,negative
#hematologic #_CLL_AL_MDS_BCell,Dr. Andy Evens,neutral
today_CLL_Room B,Theodoros Moysiadis,negative
Leukemia_#_CLL_HSEie,NCCP,neutral
CLLInteresting,CLL Ireland,negative
Monoclonal Antibody Daratumumab Shows,Krishan Maggon,negative
(),FarmaOnco,negative
TrumpCare_#pointblankperiod #_CLL,Jackie Michele,negative
Learn_Brian,AACR Foundation,neutral
@ImedexCME_CLL_Leukemia_#_Ibrutinib_LandM,Oncology Tube,positive
CLL,iwCLL,neutral
VIDEO Jennifer Brown_TGR_CLL &,VJHemOnc,neutral
CLL_Learn,International Pain Foundation®,neutral
CLL,MediCom Oncology,positive
CLL_Stamatopoulos_al Oxford_Hospt_NGS_LymphoTrack_SHM Assay &,Invivoscribe,neutral
CLL,Journal of Clinical Pathways,neutral
CLL Cells_CLL_rituximab_#immunooncology #,Prof John,neutral
Hematología,Medibooks,neutral
CLL,CLL Ireland,neutral
CLL_Society of Geriatric Oncology,Isaura R. Penin,neutral
John Byrd_#_CLL,The James,neutral
Anthony R Mato_CLL,Clin Adv Hem Onc,negative
CLL_Grab,Situation Publishing,neutral
CLL_CLL,Christopher Steer,neutral
CART Cell Therapies_CLL,Anna Deveau,neutral
Thoracic Complications_Chronic Lymphocytic,Cancer Papers,negative
(),Oncology Tube,negative
year PFS_CI_CLL,"Raul Cordoba, MD, PhD",neutral
Chronic Lymphocytic Leukemia,Oknaija,negative
Venetoclax_CLL,"Raul Cordoba, MD, PhD",neutral
#CLL Management_@ImedexCME #Leukemia_LandM,Oncology Tube,negative
CLL,Shelley Webb,neutral
CLL Join_ClinicalTrial_Learn,susanna sargsyan,neutral
(),susanna sargsyan,neutral
CLL,susanna sargsyan,neutral
(),Juan Luis Steegmann Olmedillas,negative
(),circa1835,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
CLL_ClinicalTrial,Cassi Schmigotzki,neutral
CLL Local_Learn,Cassi Schmigotzki,neutral
#,Blood Journal,negative
CLL_Flair_CLL,Helen Jane Mee,neutral
CLL,CLL Ireland,neutral
#bloodcancerconf #_CLL,Helen Jane Mee,positive
Chronic Lymphocytic Leukemia_The Hill Resource,Tweet Dealz,neutral
Chronic Lymphocytic Leukemia,Oknaija,negative
Ublituximab_Ibrutinib_Combo Succeeds_CLL,CancerWallonia,neutral
CLL_years,Andrew Schorr,neutral
Brad Adams_CLL_CLLGlobal,Patient Power,neutral
CLL,Sandy D.,neutral
CLL Join_ClinicalTrial_Learn,aWildAndFlakyGuy ♿️,neutral
AmJHematol Factors,ClinChemINFO,negative
AmJHematol Ibrutinib,ClinChemINFO,negative
CLL,Patient Power,neutral
CLL,Sharon Ann,neutral
CLL Join_ClinicalTrial_Learn,Sharon Ann,neutral
(),Sharon Ann,neutral
(),Jennifer Bergman,neutral
(),Tracy Zervakis,neutral
(),Francesco Turturro,negative
CLL_Brad Adams_FCR,Andrew Schorr,negative
Jennifer Brown_CLL_next  years,CLL Ireland,neutral
Blood Journal,"Dr T. Comeau , MD",negative
one_March_#lymphoma #_CLL,LymphomaAction,negative
one_March_#lymphoma #_CLL,LymphomaAction,negative
WatchAndWait_#CLL &_Southampton_March,LymphomaAction,negative
WatchAndWait_#CLL &_Southampton_March,LymphomaAction,negative
CLL_CME,Med-IQ,positive
Cello Group plc_FinnCap GBX_CLL_CLL,MarketBeat,neutral
Lymphoma_CLL,Oncology Tube,neutral
CLL_duvelisib &,CLL Ireland,negative
CLL,MediCom Oncology,positive
Allen Melançon_CLL,Patient Power,neutral
(),Mota Lopes ®,negative
(),Oncology Tube,negative
CLL_Dr LaVerne,Patient Power,neutral
(),FarmaOnco,negative
CLL_NGS_LymphoTrack IGHV SHM Assay,Jeffrey Miller,neutral
(),GEDEFO,negative
(),"Dr. Paul DeSantis, PharmD",neutral
(),Garbiñe Lizeaga,negative
#Chemo Improves Survival for Patients With,Journal of Clinical Pathways,neutral
NEW PhII Study #Administration_Jakafi Ruxolitinib,MD Anderson Leukemia,neutral
(),UCI School of Medicine,negative
Chronic_Cinderella_many decades,Cancer Africa,negative
Lymphoma Daily,"Jason Westin, MD FACP",neutral
RT  ,1ClickRepeater,neutral
tonight,brian brown,neutral
Deaths,brian brown,negative
Leukemia Daily_#,Tapan Kadia,neutral
(),brian brown,negative
(),brian brown,negative
CLL,International Pain Foundation®,neutral
Bendamustine Rituximab_Refractory Chronic Lymphocytic Leukemia,The ASCO Post,neutral
@POG_LRC_UK_CLL Forum_TME_Glasgow,Michael Moles,positive
Idelalisib_#,Healio,negative
Idelalisib_#,HemOnc Today,negative
CLL,Shelley Webb,neutral
CLL_months_Imbruvica,Holden Caulfield PhD,neutral
Chronic Lymphocytic,EMJ Oncology,negative
London_UK_CLL Forum,Michael Moles,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
@TGTherapeutics_Imbruvica_#,John Pennett,positive
CLL,Blood Advances,neutral
CLL,iwCLL,neutral
IgHV,Jeffrey Miller,neutral
CLL_@ImedexCME #Leukemia_LandM,Oncology Tube,negative
#Chemo Improves Survival for Patients With,Journal of Clinical Pathways,positive
ATTAC_MAG,Estela de la Torre OLY 🇲🇽,neutral
Pubmed Aberrant,epigenetics_papers,negative
TG_Ibrutinib,1stOncology,neutral
#,Anna Deveau,neutral
CLL,Krishan Maggon,neutral
CLL,Carlo Maley,neutral
$TGTX $JNJ_#_#lymphocytic #leukemia #_CLL,Biotech2050,neutral
CLL,"Raul Cordoba, MD, PhD",neutral
Ublituximab,"Raul Cordoba, MD, PhD",neutral
(),April Gariepy,negative
Bonus Resources Included_CLL,Managing Myeloma,neutral
(),Dr. Melody Davis,neutral
EHA,Oncology Tube,negative
CLL,Bernie Marini,neutral
LateStage Trial  _CLL,Pharmacy Podcast Network,neutral
LateStage Trial  _CLL,Pharmacy Times,neutral
$TGTX #_#_Ibrutinib_rituximab,Anna Deveau,neutral
Fantastic_CLL,Michael Moles,positive
CLL,Managing Myeloma,positive
(),GIC,neutral
VIDEO Franco Cavalli_CLL_MultipleMyeloma &,VJHemOnc,neutral
TGTX +%_Chronic Lymphocytic Leukemia,Scott Spencer,negative
The Association of #_Chronic Lymphocytic_Leukemia,Fanny Paris,negative
CLL_#,Healio,positive
CLL_#,HemOnc Today,positive
(),Financial Buzz,neutral
$TGTX #_Imbruvica_Imbruvica_#lymphocytic #,Frank Tarazi,neutral
#forex,ForexTV,neutral
Phase,bored2tears,neutral
#lymphoma #_#Bcells #_A Nice Review,Prof John,negative
(),Joe,neutral
TGTX Positive,Odi Bruckman,neutral
av flyktingar_#Finland #,Åbo Akademi University,neutral
Cholesterol Levels_Chronic Lymphocytic Leukemia,Cancer Papers,negative
las vegas_washington dc chronic,✨🌜🐱Missing Mitz.❤️🪐✨,negative
days_CLL_#,Kεппı Kıхх,neutral
TwoBiomarker Prognostic Model,Oncology,neutral
Gebbie Hou_Chronic_next Thursday,UBC Blood for Life,negative
Chronic Lymphocytic_TomKipps,McHeyzer-Williams,negative
#chlorambucil vs_#_CLL_#_cllsm,VJHemOnc,negative
(),Cancer Papers,negative
Idelalisib,Immuno-Oncology,negative
CLL_Kapadia,Tim Kapadia,neutral
#_OpeningDay_#_CLL_Kapadia,Tim Kapadia,negative
CLL Malignancy_GerminalCenter &_Chronic Lymphocytic_Leukemia_TomKipps,McHeyzer-Williams,negative
CLL,Blood Advances,neutral
APWA_SME_UAV The Welcome Invasion of Drones_the Public Works World_CLL,Heather DelaCruz,neutral
Idelalisib,Cancer Papers,negative
CLL,Shelley Webb,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
Expert Discusses_CLL,CancerWallonia,neutral
EHA,Oncology Tube,negative
CLL_CJ Chris,Patient Power,neutral
CLL progression &_BTK &_lymsm,Lymphoma Hub,neutral
CLL_#,Anna Deveau,neutral
CLL,"Raul Cordoba, MD, PhD",negative
(),Tinu Abayomi-Paul,neutral
EFS_years_CLL,"Raul Cordoba, MD, PhD",neutral
years_CI_CI_#CLL #,"Raul Cordoba, MD, PhD",neutral
CLL,"Raul Cordoba, MD, PhD",neutral
CLL,"Raul Cordoba, MD, PhD",neutral
CLL,MediCom Oncology,positive
CLL_Ireland Patient &_April_SpeakersDrPatrick Thornton_DrBrian Koffman_DrTahla Munir,CLL Ireland,positive
CLL,ARUP Laboratories,negative
@LeukemiaMDA_CLL_days,Andrew Schorr,positive
los míos_#hornets #_McDonalds,kà,neutral
One_#_May_CLL,iwCLL,neutral
TBT_Mary DiLorenzo_Alan Skarbnik_Leukemia,JTCancerCenter,negative
nonHodgkin_NHL_Bcell,OncologyFox,neutral
Effective Utility Management Your Path to Sustainability_CLL,Heather DelaCruz,neutral
Chronic Lymphocytic Leukaemia_CLL,Leukaemia Care,neutral
(),NCCP,neutral
Leukämie_Leukämie_Vollständige_Infografik_CLL,AbbVie Deutschland,negative
Kevin Norris_CLL_Vincent Yeung_UG HWB    ,DCG Seminar Series,neutral
Chronic Lymphocytic_Leukemia_Small Lymphocytic_Lymphoma,Medicine Matters oncology,negative
CLL,Warren Terry Knight,negative
Rituximab_EMA_CLL_NHL_lymsm vía @lymphomahub,"Raul Cordoba, MD, PhD",neutral
one_juno,Anna Deveau,negative
CLL,Blood Advances,neutral
Highrisk_CLL Participate_CLL_Learn,"Holly Bertone, CNHP, PMP",neutral
CLL,Blood Cancer UK,negative
CLL,Journal of Clinical Pathways,neutral
Robert Z Orlowski_MDAnderson &_David P Steensma_DanaFarber_PlasmaCell_CLL_CML,Imedex,neutral
VIDEO Jacqueline_CLL_#_cllsm,VJHemOnc,neutral
Maintenance Therapy_Chronic Lymphocytic Leukemia,Oncology Tube,negative
MyCompany_CLL,Seema Vaidyanathan,negative
#_CLL,iwCLL,neutral
(),SOBRAFO,neutral
Chronic Lymphocytic Leukemia,SOBRAFO,negative
CLL,Janssen Global,negative
UK_Cambridge_Chronic Lymphocytic Leukaemia_CLL,Margaret Walker,neutral
July,"Mike Thompson, MD, PhD, FASCO",neutral
Paw Jensen_CLL_Lymphoma_#aalborg  #,MDS and You - MDS og Dig,neutral
Today marks_Learn_about #_CLL_Americans_each year,"Pharmacyclics, an AbbVie Company",neutral
Global Chronic Lymphocytic Leukemia Market_ROA,BizPR,neutral
CLL,OncLive SOSS,neutral
Chronic Lymphocytic Leukemia_CLL,Janssen Asia Pacific,negative
Ibrutinib_CLL_#_Leukemia_ASH,Oncology Tube,negative
#lakelouise #_#explorealberta #_canada,Jimmy,negative
CLL,Shelley Webb,neutral
CLL_Jeff Sharman_CLL,Fabio Gratton,neutral
CLL,Sharon Ann,neutral
CLL_Learn_#,"Holly Bertone, CNHP, PMP",negative
CLL_@ONAcom Read,Annals of Oncology,neutral
Vit D insuff &_CLL_al @MayoLeukemiaMDS,"Mike Thompson, MD, PhD, FASCO",neutral
Chronic,BMC Series,negative
CLL_SLL_Hematology,EMJ Hematology,neutral
Chronic Lymphocytic Leukemia,👑,negative
CLL Research  Identification,Stichting Leukemie,neutral
CLL Local_Learn,International Pain Foundation®,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
(),Cancer Papers,negative
Rookie_today,Dan Malicki,negative
CLL,"Holly Bertone, CNHP, PMP",neutral
Lymphoma Daily,"Jason Westin, MD FACP",neutral
CLL_KEY,Badr,positive
Leukemia Daily,Tapan Kadia,neutral
CLL_Runkeeper,Kεппı Kıхх,neutral
CLL,Managing Myeloma,positive
Sanofiaventis_Oforta,Medicalnewser.com,negative
(),Oncology Tube,negative
Hematologist_CLL,ASH,neutral
(),Pathowitter,negative
#_CLL,"Raul Cordoba, MD, PhD",negative
Progressive Multifocal Leukoencephalopathy_PML_Chronic Lymphocytic Leukemia_CLL,"Raul Cordoba, MD, PhD",negative
John Byrd &_Michael Keating_Michael_CLL_#,"Krishna Komanduri, MD, FASTCT",negative
CLL_Leukemia_ASH,Oncology Tube,negative
#finallyFriday #_CLL_CalgaryMarathon,Kεппı Kıхх,neutral
CLL,Mahmoud Turki,neutral
CLL_#,HemOnc Today,negative
CLL_#,Healio,negative
CLL,Patient Power,neutral
CLL_May NYC  Press,iwCLL,neutral
Immune System Genes Linked_Chronic Lymphocytic LeukemiaChronic_CLL,LabMedica.com,negative
EMA_#NonHodgkinsLymphoma #_CLL_RheumatoidArthritis,CBPartners,neutral
CLL,Rhia Steele@ravishingrhia.com,neutral
(),Europe PMC articles,neutral
CLL,Crown Bioscience,neutral
CLL Join_ClinicalTrial_Learn,susanna sargsyan,neutral
(),susanna sargsyan,neutral
CLL,susanna sargsyan,neutral
CLL,Med-IQ,neutral
(),Oncology Tube,negative
(),circa1835,neutral
(),Cancer Papers,negative
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,快適家電Life,neutral
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,Danvantri Farma,neutral
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,Feel on,neutral
Fred Vella_Adam Viger_#NOH #_#_#mariovellasvictoryagainstALS #mariovellasfightagainstALS_CLL,Old North Optometry,neutral
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,おいしい美食生活,neutral
CLL,Debbie Woodbury,neutral
#_CLL_Leukemia_ASH,Oncology Tube,negative
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,Business Wire-Health,neutral
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,BusinessWireServices,neutral
BCell Chronic Lymphocytic Leukemia  Global API Manufacturers Marketed,BusinessWire-Science,neutral
CLL,Shelley Webb,neutral
CLL,Milton Donald,neutral
The International Workshop_Chronic Lymphocytic Leukemia_May NYC_CLL,iwCLL,neutral
Physician s Choice &_Idelalisib_CLL,Evidera,neutral
Ibrutinib_Chronic Lymphocytic Leukemia Patients,Oncology Tube,negative
h#Stay_Tuned #KEY_CLL,Mahmoud Turki,neutral
BMT_CLL_BMTTandem,"Rob Dean, MD",negative
CLL,"chadi nabhan MD, MBA, FACP",positive
#_CLL#RWE_@VinayPrasad @oncology_bg,"chadi nabhan MD, MBA, FACP",positive
CLL_Allogeneic_BMTTandem,"Rob Dean, MD",negative
Intervention Radio iFM  &lt_Keep Extending Yourself  _CLL,Mahmoud Turki,neutral
Intervention Radio iFM  &lt_Keep Extending Yourself  _CLL,Mahmoud Turki,neutral
(),Samantha Wilkinson,positive
(),Cancer Papers,negative
Steve Colbourne_CLL,Leukaemia Care,negative
Philippe Aftimos_MD_BTKCSMediated Resistance_Ibrutinib_Chronic Lymphocytic Leukemia_MedicBoard,Oncology Board,negative
BTK CSMediated Resistance_Ibrutinib_Chronic Lymphocytic Leukemia_CLL,"Raul Cordoba, MD, PhD",neutral
BTKCSMediated Resistance_Ibrutinib_Chronic Lymphocytic Leukemia Journal of Clinical Oncology,"Philippe Aftimos, MD",negative
CLL_tonight_last week,brian brown,negative
CLL,iwCLL,negative
CLL_BCR,Michael Moles,positive
May Some Day_CLL_#_Leukemia_ASH,Oncology Tube,neutral
CLL_CLL_Jeff Sharman,Shelley Webb,neutral
Chronic_CLL,The James,negative
Bcell_CLL_Bcell,Blood Journal,neutral
Radiotherapy &_Chronic Lymphocytic Leukemia  &,Dean Celia,negative
UK_CLL Forum_CLL,Michael Moles,positive
CLL_Venetoclax_Leukemia_ASH,Oncology Tube,negative
Reservez_tickets#KEY_CLL,Mahmoud Turki,neutral
CLL,Debbie Woodbury,neutral
Ibrutinib Data May Change Current Practices_CLL_#_Leukemia,Oncology Tube,negative
